status;status_new;date;time;card_type;city;amount
fail;FAIL;1/9/2025;9:45:00 ðì;Master Card;Tabriz;419089.0
fail;FAIL;4/9/2025;6:06:00 ðì;Master Card;Shiraz;100.5
fail;FAIL;14/9/2025;4:40:00 ìì;Amex;Tehran;1463119.0
fail;FAIL;3/9/2025;1:10:00 ìì;Visa;Mashhad;1427657.0
fail;FAIL;30/9/2025;8:20:00 ìì;Visa;Karaj;976246.0
fail;FAIL;3/9/2025;6:00:00 ìì;Master Card;Karaj;850000.0
fail;FAIL;16/9/2025;9:09:00 ðì;Amex;Isfahan;343679.0
success;SUCCESS;30/9/2025;4:40:00 ìì;Amex;Tehran ;1387769.0
fail;FAIL;20/9/2025;10:48:00 ðì;Discover;Mashhad;419089.0
FAIL;FAIL;29/9/2025;2:30:00 ðì;Visa;Tehran ;123456.0
fail;FAIL;13/9/2025;9:00:00 ðì;Amex;Tabriz;177050.0
fail;FAIL;15/9/2025;2:11:00 ìì;Visa;Karaj;1883871.0
success;SUCCESS;14/9/2025;3:00:00 ðì;Master Card;Tehran;1158713.0
fail;FAIL;25/9/2025;10:05:00 ðì;Visa;Tehran;1578078.0
fail;FAIL;19/9/2025;3:27:00 ðì;Visa;Tehran;1578078.0
success;SUCCESS;10/9/2025;8:20:00 ìì;Amex;Isfahan;1768588.0
fail;FAIL;27/9/2025;7:51:00 ìì;Discover;Mashhad;555555.0
FAIL;FAIL;15/9/2025;9:00:00 ðì;Master Card;Tehran;50200.0
success;SUCCESS;22/9/2025;9:10:00 ìì;Master Card;Tabriz;1578078.0
success;SUCCESS;6/9/2025;12:44:00 ìì;Master Card;Tehran;1578078.0
success;SUCCESS;23/9/2025;2:11:00 ìì;Master Card;Ahvaz;63489.0
fail;FAIL;10/9/2025;1:10:00 ìì;Master Card;Tabriz;200000.0
success;SUCCESS;7/9/2025;11:59:00 ìì;Discover;Ahvaz;99999.0
success;SUCCESS;22/9/2025;3:00:00 ðì;Master Card;Karaj;5000.0
success;SUCCESS;17/9/2025;10:27:00 ìì;Master Card;Tehran;850000.0
success;SUCCESS;18/9/2025;2:30:00 ðì;Master Card;Mashhad;1463119.0
success;SUCCESS;17/9/2025;7:29:00 ìì;Visa;Ahvaz;1578078.0
success;SUCCESS;9/9/2025;9:23:00 ìì;Visa;Tehran;471227.0
success;SUCCESS;10/9/2025;10:48:00 ðì;Discover;Mashhad;1387769.0
success;SUCCESS;10/9/2025;8:59:00 ðì;Visa;Tehran;300000.0
fail;FAIL;25/9/2025;5:17:00 ìì;Master Card;Tabriz;1782689.0
success;SUCCESS;16/9/2025;9:00:00 ðì;Master Card;Mashhad;333333.0
success;SUCCESS;6/9/2025;9:23:00 ìì;Master Card;Tabriz;100.5
fail;FAIL;27/9/2025;9:00:00 ðì;Visa;Karaj;1578078.0
success;SUCCESS;20/9/2025;1:10:00 ìì;Discover;Karaj;555555.0
fail;FAIL;1/9/2025;12:12:00 ìì;Master Card;Tehran;412308.0
fail;FAIL;1/9/2025;12:00:00 ðì;Discover;Tehran;850000.0
fail;FAIL;12/9/2025;2:20:00 ðì;Discover;Karaj;1000.0
fail;FAIL;21/9/2025;10:27:00 ìì;Visa;Shiraz;1050805.0
success;SUCCESS;2/9/2025;4:04:00 ðì;Visa;Tehran;300000.0
fail;FAIL;4/9/2025;12:34:00 ìì;Master Card;Tehran ;100.5
fail;FAIL;17/9/2025;6:30:00 ðì;visa;Tehran;1578078.0
fail;FAIL;4/9/2025;7:32:00 ðì;Amex;Karaj;250000.0
fail;FAIL;11/9/2025;9:45:00 ðì;Discover;Mashhad;343679.0
success;SUCCESS;22/9/2025;9:45:00 ðì;Visa;Tehran;200000.0
fail;FAIL;26/9/2025;12:44:00 ìì;VISA;Isfahan;1158713.0
success;SUCCESS;4/9/2025;7:40:00 ìì;Visa;Mashhad;650000.0
fail;FAIL;1/9/2025;4:40:00 ðì;Master Card;Karaj;583952.0
FAIL;FAIL;7/9/2025;8:08:00 ðì;Master Card;Tehran;650000.0
success;SUCCESS;9/9/2025;2:30:00 ìì;visa;Tehran;1.0
fail;FAIL;8/9/2025;11:59:00 ìì;Master Card;Ahvaz;1472823.0
success;SUCCESS;24/9/2025;7:08:00 ðì;Master Card;Isfahan;850000.0
fail;FAIL;19/9/2025;3:27:00 ðì;Amex;Tabriz;63489.0
success;SUCCESS;4/9/2025;7:40:00 ìì;Visa;Tehran;177050.0
success;SUCCESS;18/9/2025;4:40:00 ðì;Visa;karaj;99999.0
fail;FAIL;27/9/2025;9:10:00 ìì;Visa;Tabriz;471227.0
fail;FAIL;11/9/2025;3:45:00 ìì;Visa;Tehran;419089.0
fail;FAIL;27/9/2025;9:09:00 ðì;Master Card;Tehran;200000.0
success;SUCCESS;14/9/2025;2:30:00 ðì;Visa;Tehran;583952.0
Success;SUCCESS;25/9/2025;10:05:00 ðì;Master Card;Ahvaz;1578078.0
success;SUCCESS;18/9/2025;9:21:00 ìì;Master Card;Qom;545116.0
success;SUCCESS;28/9/2025;9:23:00 ìì;Amex;Tabriz;471227.0
fail;FAIL;29/9/2025;12:00:00 ðì;Discover;Ahvaz;99999.0
Success;SUCCESS;16/9/2025;4:15:00 ðì;Master Card;karaj;419089.0
success;SUCCESS;3/9/2025;4:40:00 ìì;Amex;Tabriz;1782689.0
fail;FAIL;15/9/2025;2:02:00 ìì;Visa;Tehran;976246.0
Success;SUCCESS;27/9/2025;7:08:00 ðì;Visa;Mashhad;177050.0
fail;FAIL;27/9/2025;2:55:00 ìì;Master Card;Tehran;471227.0
success;SUCCESS;4/9/2025;4:15:00 ðì;Master Card;Tabriz;471227.0
success;SUCCESS;5/9/2025;11:11:00 ðì;Amex;Isfahan;1158713.0
fail;FAIL;16/9/2025;2:30:00 ìì;Master Card;Tehran;450000.0
success;SUCCESS;14/9/2025;7:51:00 ìì;Master Card;Tehran;177050.0
success;SUCCESS;26/9/2025;8:08:00 ðì;Master Card;Ahvaz;12345.0
fail;FAIL;16/9/2025;4:40:00 ìì;Visa;Isfahan;343679.0
FAIL;FAIL;7/9/2025;5:17:00 ìì;Visa;Tabriz;200000.0
fail;FAIL;9/9/2025;7:29:00 ìì;Visa;Tehran;1158713.0
fail;FAIL;4/9/2025;11:17:00 ìì;Discover;Shiraz;250000.0
fail;FAIL;30/9/2025;2:55:00 ìì;Discover;Karaj;774681.0
fail;FAIL;30/9/2025;12:00:00 ðì;Discover;Ahvaz;100.5
success;SUCCESS;22/9/2025;3:27:00 ðì;Visa;Isfahan;443463.0
fail;FAIL;11/9/2025;7:08:00 ðì;Master Card;Qom;1578078.0
success;SUCCESS;2/9/2025;5:07:00 ìì;Visa;Tabriz;976246.0
fail;FAIL;12/9/2025;8:33:00 ìì;Discover;karaj;1578078.0
success;SUCCESS;12/9/2025;9:45:00 ðì;Discover;Qom;177050.0
fail;FAIL;30/9/2025;7:40:00 ìì;Visa;Tabriz;1387769.0
fail;FAIL;4/9/2025;8:08:00 ðì;Amex;Tehran;976246.0
success;SUCCESS;18/9/2025;12:44:00 ìì;Discover;Qom;1427657.0
fail;FAIL;26/9/2025;10:05:00 ðì;Master Card;Mashhad;419089.0
success;SUCCESS;21/9/2025;7:32:00 ðì;Discover;Tehran;583952.0
Success;SUCCESS;7/9/2025;7:29:00 ìì;Amex;Tehran;583952.0
success;SUCCESS;29/9/2025;11:17:00 ìì;visa;Tehran;63489.0
success;SUCCESS;1/9/2025;7:51:00 ìì;Discover;Qom;120000.0
success;SUCCESS;26/9/2025;1:01:00 ðì;Discover;Isfahan;100.5
fail;FAIL;23/9/2025;9:09:00 ðì;Master Card;Tabriz;419089.0
fail;FAIL;26/9/2025;7:29:00 ìì;Master Card;Qom;50200.0
success;SUCCESS;13/9/2025;9:21:00 ìì;Visa;Tehran;1768588.0
fail;FAIL;6/9/2025;9:10:00 ìì;Visa;Tehran;585954.0
success;SUCCESS;12/9/2025;3:27:00 ðì;Master Card;Karaj;1305967.0
success;SUCCESS;8/9/2025;4:16:00 ìì;Master Card;Tabriz;100.5
success;SUCCESS;24/9/2025;7:32:00 ðì;Visa;Tabriz;976246.0
fail;FAIL;5/9/2025;9:45:00 ðì;Master Card;Karaj;1463119.0
success;SUCCESS;18/9/2025;2:30:00 ðì;Master Card;Tabriz;300000.0
fail;FAIL;30/9/2025;7:29:00 ìì;Amex;Tabriz;1502601.0
fail;FAIL;25/9/2025;2:30:00 ðì;Discover;Karaj;471227.0
fail;FAIL;10/9/2025;7:08:00 ðì;Amex;Tabriz;177050.0
Success;SUCCESS;1/9/2025;2:30:00 ìì;visa;Ahvaz;419089.0
fail;FAIL;10/9/2025;11:59:00 ìì;Visa;Isfahan;177050.0
success;SUCCESS;5/9/2025;4:40:00 ðì;Visa;Isfahan;1578078.0
success;SUCCESS;12/9/2025;2:11:00 ìì;Amex;Tabriz;1050805.0
success;SUCCESS;22/9/2025;8:33:00 ìì;Visa;Tehran;250000.0
fail;FAIL;30/9/2025;9:21:00 ìì;Discover;Isfahan;1782689.0
fail;FAIL;27/9/2025;1:51:00 ðì;Visa;Tehran;123456.0
success;SUCCESS;7/9/2025;12:00:00 ðì;Discover;Mashhad;1578078.0
fail;FAIL;9/9/2025;1:10:00 ìì;Master Card;Karaj;1463119.0
fail;FAIL;22/9/2025;8:59:00 ðì;Master Card;Tehran ;300000.0
fail;FAIL;12/9/2025;2:37:00 ðì;Visa;Tabriz;1.0
success;SUCCESS;23/9/2025;11:11:00 ðì;Discover;Mashhad;50200.0
fail;FAIL;29/9/2025;7:51:00 ìì;Discover;Tehran;850000.0
success;SUCCESS;1/9/2025;10:48:00 ðì;Discover;Tehran;100.5
fail;FAIL;11/9/2025;8:08:00 ðì;visa;Mashhad;850000.0
success;SUCCESS;30/9/2025;11:59:00 ìì;Discover;Qom;774681.0
Success;SUCCESS;2/9/2025;8:59:00 ðì;Visa;Ahvaz;585954.0
fail;FAIL;20/9/2025;7:08:00 ðì;Visa;Tabriz;555555.0
fail;FAIL;7/9/2025;1:01:00 ðì;Master Card;Ahvaz;850000.0
success;SUCCESS;21/9/2025;7:19:00 ìì;Visa;Qom;1387769.0
success;SUCCESS;12/9/2025;2:37:00 ðì;VISA;Mashhad;1768588.0
fail;FAIL;18/9/2025;9:09:00 ðì;Discover;Karaj;200000.0
success;SUCCESS;3/9/2025;2:30:00 ðì;Amex;Karaj;1472823.0
Success;SUCCESS;7/9/2025;12:00:00 ðì;Visa;Tehran;419089.0
fail;FAIL;11/9/2025;6:45:00 ìì;Visa;Tehran;250000.0
fail;FAIL;18/9/2025;2:54:00 ðì;Visa;Ahvaz;1768588.0
fail;FAIL;6/9/2025;8:59:00 ðì;Master Card;Tabriz;99999.0
success;SUCCESS;5/9/2025;8:59:00 ðì;Visa;Tehran;200000.0
success;SUCCESS;26/9/2025;12:34:00 ìì;Visa;Tehran;1387769.0
fail;FAIL;1/9/2025;8:08:00 ðì;Discover;Shiraz;177050.0
fail;FAIL;27/9/2025;2:20:00 ðì;Master Card;Tehran;471227.0
fail;FAIL;26/9/2025;10:48:00 ðì;Master Card;karaj;583952.0
fail;FAIL;4/9/2025;10:48:00 ðì;Visa;Isfahan;452545.0
fail;FAIL;27/9/2025;6:00:00 ìì;Visa;Tabriz;545116.0
success;SUCCESS;18/9/2025;2:30:00 ðì;Visa;Tehran;471227.0
success;SUCCESS;4/9/2025;7:40:00 ìì;Visa;Tehran;976246.0
success;SUCCESS;29/9/2025;1:13:00 ìì;Visa;Tehran;443463.0
Success;SUCCESS;22/9/2025;9:09:00 ðì;Master Card;Shiraz;343679.0
success;SUCCESS;2/9/2025;9:21:00 ìì;Master Card;Tehran;650000.0
fail;FAIL;10/9/2025;10:05:00 ðì;Master Card;Karaj;443463.0
success;SUCCESS;25/9/2025;12:44:00 ìì;Discover;Tehran;177050.0
fail;FAIL;23/9/2025;3:00:00 ðì;Master Card;Tehran;1463119.0
fail;FAIL;25/9/2025;9:00:00 ðì;Discover;Tabriz;177050.0
success;SUCCESS;21/9/2025;4:40:00 ìì;Visa;Tabriz;585954.0
fail;FAIL;23/9/2025;9:23:00 ìì;VISA;Tehran;1387769.0
success;SUCCESS;16/9/2025;2:37:00 ðì;Master Card;Isfahan;1782689.0
success;SUCCESS;7/9/2025;9:45:00 ðì;Master Card;Tehran;250000.0
fail;FAIL;28/9/2025;11:59:00 ìì;Discover;Tehran;12345.0
success;SUCCESS;28/9/2025;9:00:00 ðì;Visa;Tehran;583952.0
success;SUCCESS;19/9/2025;7:40:00 ìì;Discover;Tehran;850000.0
success;SUCCESS;17/9/2025;9:23:00 ìì;Visa;Tehran;1578078.0
success;SUCCESS;26/9/2025;4:40:00 ðì;Visa;Qom;200000.0
success;SUCCESS;13/9/2025;7:51:00 ìì;Master Card;Tabriz;200000.0
success;SUCCESS;5/9/2025;2:00:00 ìì;Master Card;Tehran;123456.0
fail;FAIL;23/9/2025;11:11:00 ðì;Master Card;Karaj;1387769.0
success;SUCCESS;10/9/2025;10:48:00 ðì;Master Card;Tabriz;205000.0
fail;FAIL;10/9/2025;1:10:00 ìì;Master Card;Mashhad;1050805.0
fail;FAIL;15/9/2025;6:12:00 ìì;Master Card;karaj;976246.0
fail;FAIL;3/9/2025;7:51:00 ìì;Master Card;Isfahan;1782689.0
fail;FAIL;19/9/2025;7:19:00 ìì;Visa;Tabriz;1050805.0
success;SUCCESS;10/9/2025;6:30:00 ðì;Master Card;Tehran;471227.0
fail;FAIL;28/9/2025;3:27:00 ðì;Visa;Isfahan;976246.0
fail;FAIL;29/9/2025;7:51:00 ìì;visa;Ahvaz;1387769.0
fail;FAIL;3/9/2025;6:00:00 ìì;Master Card;Qom;250000.0
fail;FAIL;6/9/2025;12:00:00 ðì;Discover;Mashhad;1.0
success;SUCCESS;12/9/2025;2:37:00 ðì;Master Card;Karaj;63489.0
success;SUCCESS;15/9/2025;7:51:00 ìì;Discover;Tehran;100.5
fail;FAIL;6/9/2025;4:40:00 ðì;VISA;Mashhad;585954.0
fail;FAIL;13/9/2025;3:45:00 ìì;Discover;Tabriz;452545.0
success;SUCCESS;19/9/2025;8:33:00 ìì;Visa;Shiraz;5000.0
Success;SUCCESS;3/9/2025;11:11:00 ðì;Visa;Qom;1000.0
fail;FAIL;8/9/2025;9:21:00 ìì;Master Card;Ahvaz;914282.0
Success;SUCCESS;8/9/2025;6:30:00 ðì;VISA;Tehran;419089.0
FAIL;FAIL;26/9/2025;8:08:00 ðì;Visa;Ahvaz;1883871.0
success;SUCCESS;20/9/2025;7:07:00 ðì;Discover;Isfahan;1883871.0
fail;FAIL;15/9/2025;5:56:00 ðì;Master Card;Shiraz;1768588.0
fail;FAIL;21/9/2025;1:13:00 ìì;Visa;Qom;177050.0
fail;FAIL;3/9/2025;2:30:00 ðì;Amex;Mashhad;12345.0
fail;FAIL;23/9/2025;7:32:00 ðì;Visa;Ahvaz;914465.0
success;SUCCESS;16/9/2025;5:17:00 ìì;Master Card;Tabriz;250000.0
success;SUCCESS;16/9/2025;3:27:00 ðì;Master Card;Mashhad;1502601.0
success;SUCCESS;9/9/2025;2:37:00 ðì;visa;Isfahan;583952.0
fail;FAIL;28/9/2025;2:02:00 ìì;Master Card;Tabriz;914465.0
success;SUCCESS;14/9/2025;2:30:00 ðì;Master Card;Tehran;914465.0
success;SUCCESS;13/9/2025;11:17:00 ìì;Discover;Tehran;774681.0
fail;FAIL;21/9/2025;1:13:00 ìì;Discover;Tehran;1578078.0
fail;FAIL;7/9/2025;2:20:00 ðì;Master Card;karaj;177050.0
fail;FAIL;6/9/2025;3:27:00 ðì;Visa;Tabriz;100.5
success;SUCCESS;9/9/2025;5:23:00 ðì;Visa;Tehran;200000.0
fail;FAIL;22/9/2025;7:19:00 ìì;Visa;Ahvaz;412308.0
fail;FAIL;17/9/2025;1:01:00 ðì;Visa;Mashhad;450000.0
success;SUCCESS;12/9/2025;5:17:00 ìì;Master Card;Tabriz;1768588.0
Success;SUCCESS;10/9/2025;12:12:00 ìì;Master Card;Tehran;1578078.0
Success;SUCCESS;11/9/2025;5:07:00 ìì;Discover;Shiraz;200000.0
success;SUCCESS;16/9/2025;9:23:00 ìì;Master Card;Isfahan;914465.0
fail;FAIL;8/9/2025;10:48:00 ðì;Master Card;karaj;1387769.0
success;SUCCESS;24/9/2025;9:45:00 ðì;Visa;Tabriz;177050.0
success;SUCCESS;17/9/2025;2:11:00 ìì;Visa;Shiraz;200000.0
success;SUCCESS;25/9/2025;1:13:00 ìì;visa;Tabriz;583952.0
fail;FAIL;12/9/2025;7:19:00 ìì;Visa;Tehran;452545.0
fail;FAIL;25/9/2025;4:04:00 ðì;Visa;Tehran;412308.0
fail;FAIL;26/9/2025;9:00:00 ðì;Visa;Isfahan;250000.0
fail;FAIL;14/9/2025;5:56:00 ðì;Master Card;Shiraz;585954.0
success;SUCCESS;16/9/2025;9:23:00 ìì;Visa;Karaj;343679.0
success;SUCCESS;14/9/2025;1:01:00 ðì;Master Card;Tehran;1472823.0
success;SUCCESS;9/9/2025;4:40:00 ðì;Master Card;Tehran;343679.0
fail;FAIL;4/9/2025;1:51:00 ðì;Master Card;Ahvaz;5000.0
fail;FAIL;25/9/2025;9:21:00 ìì;Master Card;Karaj;1768588.0
success;SUCCESS;23/9/2025;7:51:00 ìì;Visa;karaj;123456.0
fail;FAIL;11/9/2025;2:24:00 ðì;Master Card;Shiraz;100000.0
success;SUCCESS;6/9/2025;8:20:00 ìì;Discover;Ahvaz;914282.0
success;SUCCESS;15/9/2025;2:02:00 ìì;Master Card;Isfahan;120000.0
fail;FAIL;5/9/2025;3:45:00 ìì;Amex;Qom;650000.0
fail;FAIL;11/9/2025;10:05:00 ðì;Visa;Ahvaz;452545.0
success;SUCCESS;25/9/2025;8:59:00 ðì;Discover;Tehran;343679.0
fail;FAIL;18/9/2025;7:51:00 ìì;Master Card;Isfahan;774681.0
success;SUCCESS;11/9/2025;8:08:00 ðì;Discover;Karaj;412308.0
fail;FAIL;28/9/2025;10:27:00 ìì;Visa;Tehran;1578078.0
success;SUCCESS;18/9/2025;9:10:00 ìì;Master Card;Tehran;1305967.0
success;SUCCESS;27/9/2025;7:29:00 ìì;Master Card;Tehran;914465.0
fail;FAIL;28/9/2025;7:51:00 ìì;Visa;Tehran;585954.0
fail;FAIL;25/9/2025;1:10:00 ìì;Visa;Tabriz;914465.0
fail;FAIL;28/9/2025;7:32:00 ðì;Amex;Tehran;333333.0
fail;FAIL;15/9/2025;9:21:00 ìì;Discover;Tabriz;1427657.0
fail;FAIL;28/9/2025;7:08:00 ðì;Amex;Karaj;583952.0
fail;FAIL;1/9/2025;6:30:00 ðì;Discover;Mashhad;123456.0
success;SUCCESS;4/9/2025;11:59:00 ìì;Visa;Tehran;1.0
fail;FAIL;14/9/2025;2:24:00 ðì;Master Card;Karaj;774681.0
success;SUCCESS;2/9/2025;11:17:00 ìì;Discover;Tehran;850000.0
success;SUCCESS;16/9/2025;8:08:00 ðì;Visa;Tehran;100.5
success;SUCCESS;3/9/2025;1:51:00 ðì;Amex;Tehran;976246.0
fail;FAIL;26/9/2025;12:00:00 ðì;Master Card;Karaj;850000.0
success;SUCCESS;8/9/2025;4:40:00 ìì;Discover;Isfahan;100000.0
fail;FAIL;6/9/2025;9:23:00 ìì;Master Card;karaj;1050805.0
success;SUCCESS;16/9/2025;6:00:00 ìì;Visa;Tabriz;100.5
fail;FAIL;16/9/2025;4:40:00 ðì;Master Card;Karaj;1883871.0
fail;FAIL;7/9/2025;7:40:00 ìì;Amex;Qom;1502601.0
fail;FAIL;5/9/2025;2:37:00 ðì;Visa;karaj;100.5
fail;FAIL;25/9/2025;6:00:00 ìì;Visa;Tehran;583952.0
success;SUCCESS;20/9/2025;6:45:00 ìì;Visa;Tabriz;1158713.0
fail;FAIL;22/9/2025;2:20:00 ðì;Discover;Tehran;100.5
fail;FAIL;18/9/2025;7:08:00 ðì;Discover;Tehran;1883871.0
fail;FAIL;2/9/2025;7:51:00 ìì;Master Card;Tabriz;650000.0
success;SUCCESS;10/9/2025;9:23:00 ìì;Visa;Ahvaz;333333.0
fail;FAIL;23/9/2025;11:59:00 ìì;Master Card;karaj;250000.0
success;SUCCESS;18/9/2025;9:23:00 ìì;Visa;Tehran;585954.0
success;SUCCESS;15/9/2025;11:11:00 ðì;Discover;Tehran;1578078.0
success;SUCCESS;12/9/2025;2:11:00 ìì;Master Card;Tehran;914282.0
Success;SUCCESS;15/9/2025;12:12:00 ìì;Master Card;Mashhad;1578078.0
success;SUCCESS;18/9/2025;11:11:00 ðì;Visa;Tehran;123456.0
fail;FAIL;15/9/2025;4:40:00 ðì;Discover;Tehran;1158713.0
success;SUCCESS;25/9/2025;11:17:00 ìì;Master Card;Tehran;1158713.0
fail;FAIL;23/9/2025;11:59:00 ìì;Master Card;Mashhad;300000.0
success;SUCCESS;19/9/2025;7:19:00 ìì;Amex;Tehran;1578078.0
success;SUCCESS;3/9/2025;2:55:00 ìì;Discover;Qom;100.5
Success;SUCCESS;7/9/2025;6:30:00 ðì;Master Card;Isfahan;5000.0
Success;SUCCESS;21/9/2025;12:00:00 ðì;Discover;Isfahan;300000.0
fail;FAIL;26/9/2025;10:05:00 ðì;Amex;Tehran;1768588.0
fail;FAIL;14/9/2025;4:04:00 ðì;Discover;Qom;850000.0
fail;FAIL;14/9/2025;12:12:00 ìì;Discover;Ahvaz;100.5
success;SUCCESS;22/9/2025;9:00:00 ðì;Visa;Shiraz;452545.0
success;SUCCESS;13/9/2025;5:17:00 ìì;Master Card;Mashhad;914465.0
success;SUCCESS;12/9/2025;2:11:00 ìì;Amex;Ahvaz;452545.0
success;SUCCESS;1/9/2025;1:01:00 ðì;visa;Ahvaz;914465.0
success;SUCCESS;19/9/2025;6:00:00 ìì;Visa;Mashhad;452545.0
success;SUCCESS;11/9/2025;11:59:00 ìì;Master Card;Tehran;585954.0
fail;FAIL;23/9/2025;4:15:00 ðì;Master Card;Tehran;1463119.0
success;SUCCESS;23/9/2025;6:12:00 ìì;Discover;Isfahan;1050805.0
success;SUCCESS;22/9/2025;2:55:00 ìì;Discover;Tabriz;412308.0
fail;FAIL;19/9/2025;11:17:00 ìì;visa;Tehran;250000.0
success;SUCCESS;18/9/2025;11:59:00 ìì;Master Card;Mashhad;50200.0
fail;FAIL;23/9/2025;5:17:00 ìì;Master Card;Karaj;1000.0
success;SUCCESS;28/9/2025;8:33:00 ìì;Visa;Tabriz;976246.0
success;SUCCESS;28/9/2025;11:11:00 ðì;Discover;Shiraz;50200.0
success;SUCCESS;27/9/2025;8:08:00 ðì;Visa;Tehran;200000.0
success;SUCCESS;19/9/2025;7:51:00 ìì;Master Card;Shiraz;555555.0
fail;FAIL;28/9/2025;6:00:00 ìì;Amex;Tehran;1427657.0
fail;FAIL;27/9/2025;5:56:00 ðì;visa;Tabriz;976246.0
success;SUCCESS;20/9/2025;11:11:00 ðì;Visa;Tehran;585954.0
success;SUCCESS;29/9/2025;9:23:00 ìì;Discover;Qom;850000.0
fail;FAIL;30/9/2025;1:13:00 ìì;Discover;Tabriz;50200.0
fail;FAIL;17/9/2025;5:56:00 ðì;Master Card;Tehran;123456.0
success;SUCCESS;5/9/2025;5:17:00 ìì;Discover;Ahvaz;300000.0
fail;FAIL;26/9/2025;11:11:00 ðì;Discover;Karaj;900000.0
success;SUCCESS;3/9/2025;12:00:00 ðì;Visa;Tehran;1427657.0
success;SUCCESS;2/9/2025;8:08:00 ðì;Visa;Ahvaz;123456.0
success;SUCCESS;3/9/2025;10:27:00 ìì;Discover;Tabriz;976246.0
fail;FAIL;8/9/2025;3:45:00 ìì;Visa;Qom;1158713.0
success;SUCCESS;16/9/2025;9:00:00 ðì;Master Card;karaj;1000.0
success;SUCCESS;6/9/2025;8:08:00 ðì;Discover;Tehran;1472823.0
fail;FAIL;13/9/2025;2:30:00 ðì;Visa;Tehran;1578078.0
fail;FAIL;23/9/2025;2:20:00 ðì;Master Card;Tehran;1502601.0
fail;FAIL;22/9/2025;11:11:00 ðì;Visa;karaj;12345.0
fail;FAIL;22/9/2025;1:10:00 ìì;Discover;karaj;250000.0
success;SUCCESS;16/9/2025;10:05:00 ðì;Master Card;Tehran;100.5
fail;FAIL;16/9/2025;12:00:00 ðì;Visa;Shiraz;1427657.0
success;SUCCESS;3/9/2025;9:21:00 ìì;Master Card;Tabriz;1782689.0
Success;SUCCESS;28/9/2025;2:30:00 ìì;Discover;Tabriz;650000.0
success;SUCCESS;13/9/2025;11:59:00 ìì;Discover;Tabriz;100000.0
fail;FAIL;14/9/2025;7:51:00 ìì;Master Card;Karaj;123456.0
success;SUCCESS;12/9/2025;1:13:00 ìì;Visa;Tabriz;419089.0
fail;FAIL;23/9/2025;1:10:00 ìì;Visa;Tehran;12345.0
success;SUCCESS;22/9/2025;2:37:00 ðì;Master Card;Ahvaz;1050805.0
success;SUCCESS;26/9/2025;7:51:00 ìì;Master Card;Tehran;120000.0
success;SUCCESS;8/9/2025;6:45:00 ìì;Amex;Tabriz;443463.0
fail;FAIL;21/9/2025;4:15:00 ðì;Visa;Shiraz;177050.0
success;SUCCESS;25/9/2025;8:20:00 ìì;Visa;Tabriz;1768588.0
fail;FAIL;9/9/2025;6:45:00 ìì;Visa;Tabriz;205000.0
fail;FAIL;1/9/2025;11:59:00 ìì;Master Card;karaj;205000.0
fail;FAIL;23/9/2025;12:12:00 ìì;Master Card;Tabriz;419089.0
fail;FAIL;19/9/2025;1:13:00 ìì;Master Card;Tehran;419089.0
success;SUCCESS;23/9/2025;8:20:00 ìì;Visa;Isfahan;177050.0
success;SUCCESS;11/9/2025;2:54:00 ðì;Visa;Ahvaz;200000.0
fail;FAIL;11/9/2025;2:24:00 ðì;Discover;Tehran;555555.0
success;SUCCESS;23/9/2025;10:48:00 ðì;Discover;Shiraz;1050805.0
fail;FAIL;30/9/2025;6:45:00 ìì;Amex;Tehran;471227.0
success;SUCCESS;11/9/2025;2:30:00 ðì;Master Card;Tehran;1050805.0
fail;FAIL;18/9/2025;2:30:00 ðì;Master Card;Tehran;419089.0
fail;FAIL;15/9/2025;12:12:00 ìì;Visa;Ahvaz;850000.0
fail;FAIL;21/9/2025;3:45:00 ìì;Master Card;Tabriz;471227.0
success;SUCCESS;25/9/2025;2:37:00 ðì;Master Card;Tehran;650000.0
Success;SUCCESS;27/9/2025;2:00:00 ìì;Master Card;Isfahan;452545.0
fail;FAIL;13/9/2025;2:24:00 ðì;Visa;Mashhad;850000.0
success;SUCCESS;12/9/2025;6:30:00 ðì;Amex;Qom;471227.0
fail;FAIL;18/9/2025;8:33:00 ìì;Master Card;Mashhad;1768588.0
success;SUCCESS;24/9/2025;6:06:00 ðì;Discover;Tabriz;914465.0
success;SUCCESS;19/9/2025;6:30:00 ðì;Master Card;Karaj;1305967.0
fail;FAIL;15/9/2025;3:00:00 ðì;Visa;Tehran;914465.0
fail;FAIL;8/9/2025;7:51:00 ìì;Master Card;Tehran;443463.0
fail;FAIL;10/9/2025;8:08:00 ðì;Master Card;Qom;583952.0
fail;FAIL;7/9/2025;11:59:00 ìì;Discover;Tabriz;333333.0
success;SUCCESS;18/9/2025;9:09:00 ðì;Master Card;Qom;774681.0
fail;FAIL;16/9/2025;3:45:00 ìì;Discover;Mashhad;555555.0
fail;FAIL;20/9/2025;2:20:00 ðì;Visa;Isfahan;12345.0
success;SUCCESS;27/9/2025;2:11:00 ìì;Amex;Shiraz;555555.0
fail;FAIL;6/9/2025;5:56:00 ðì;Visa;Tehran;1472823.0
success;SUCCESS;27/9/2025;1:13:00 ìì;Visa;Mashhad;471227.0
Success;SUCCESS;9/9/2025;7:19:00 ìì;Master Card;Ahvaz;300000.0
fail;FAIL;21/9/2025;1:13:00 ìì;Amex;Tabriz;12345.0
